Artist Name;Popularity;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;Class
Viagra Boys;44.0;0.493;0.839;-5.75;0.0431;0.000115;0.0857;0.199;0.36;122.996;1
Airways;39.0;0.527;0.98;-5.791;0.0618;0.00825;0.00143;0.153;0.599;90.042;10
Blonde Redhead;44.0;0.383;0.835;-5.07;0.049;0.0194;0.189;0.153;0.17;120.268;10
The Chainsmokers;32.0;0.471;0.918;-2.737;0.0351;0.000526;0.00147;0.384;0.203;179.97;10
National Nightmare;32.0;0.493;0.937;-3.555;0.0884;0.0198;0.000216;0.103;0.435;155.179;8
Tom Petty and the Heartbreakers;75.0;0.55;0.824;-5.988;0.0334;0.448;0.000127;0.366;0.777;114.512;10
Big Joe Turner;31.0;0.493;0.621;-6.19;0.0525;0.619;2.21e-06;0.257;0.855;161.696;2
Gus Dapperton;58.0;0.623;0.48;-4.39;0.0269;0.0148;0.00141;0.086;0.355;140.015;6
Baby Keem;68.0;0.783;0.485;-11.262;0.521;0.419;0.0998;0.182;0.858;179.948;5
Aaron Goldberg;39.0;0.427;0.0787;-25.917;0.0413;0.98;0.933;0.0867;0.0398;140.156;7
Andrew W.K.;44.0;0.169;0.956;-2.94;0.0631;0.00127;0.0566;0.208;0.159;95.249;8
morgxn;50.0;0.797;0.542;-5.131;0.0345;0.039;;0.314;0.394;102.045;1
Cemetery Sun;41.0;0.441;0.794;-5.642;0.0454;0.00599;;0.118;0.454;156.018;9
Warne Marsh;41.0;0.57;0.165;-16.408;0.0389;0.804;0.000911;0.236;0.591;76.368;7
Grateful Dead;45.0;0.394;0.366;-12.883;0.0472;0.552;9.3e-06;0.0991;0.549;91.259;10
Carl Perkins;30.0;0.61;0.703;-8.349;0.0372;0.716;;0.0834;0.709;161.817;10
Bloody Hammers;30.0;0.538;0.837;-4.498;0.0319;5.36e-05;0.000429;0.158;0.768;130.001;8
Gene Vincent;44.0;0.565;0.495;-14.611;0.0506;0.766;0.000111;0.287;0.952;168.21;10
The Bellamy Brothers;69.0;0.679;0.553;-14.687;0.0316;0.0611;7.16e-06;0.139;0.946;109.071;4
Brittany Howard;40.0;0.555;0.933;-6.287;0.118;0.437;0.307;0.267;0.616;97.878;2
Koral Banko;54.0;0.544;0.0221;-21.88;0.0442;0.994;0.921;0.106;0.352;70.795;1
Deap Vally;42.0;0.383;0.917;-4.516;0.195;0.000636;4.35e-05;0.409;0.443;79.362;10
Bastille;49.0;0.664;0.726;-4.899;0.0329;0.211;;0.272;0.538;97.749;10
The Black Keys;64.0;0.609;0.674;-6.506;0.0355;0.00378;0.000302;0.129;0.743;127.541;6
Bloc Party;34.0;0.351;0.865;-4.526;0.0433;5.76e-05;0.00236;0.916;0.475;79.547;10
Basement;46.0;0.3;0.957;-5.993;0.112;2.67e-05;1.58e-05;0.266;0.352;76.256;10
The Lumineers;79.0;0.664;0.573;-6.519;0.0277;0.613;0.000363;0.0857;0.566;76.023;9
The Doors;64.0;0.425;0.903;-4.801;0.0732;0.405;0.0128;0.117;0.769;108.748;10
Empire of the Sun;78.0;0.871;0.701;-5.594;0.0458;0.257;7.52e-06;0.0589;0.716;126.975;6
DMX;60.0;0.912;0.596;-9.959;0.451;0.482;0.000369;0.107;0.816;90.463;5
Emma-Jean Thackray;44.0;0.419;0.608;-9.957;0.054;0.798;0.0476;0.129;0.341;125.144;6
Pineapple Express;26.0;0.508;0.869;-5.393;0.0545;0.0256;;0.0552;0.6;149.92;0
Muse;75.0;0.602;0.905;-4.046;0.0775;0.000202;0.064;0.117;0.411;128.019;10
Justin Bieber;84.0;0.631;0.239;-7.071;0.0398;0.864;;0.116;0.0927;79.859;9
Little Boots;26.0;0.641;0.88;-3.094;0.156;0.0219;3.97e-05;0.0802;0.636;168.99;6
Backstreet Boys;19.0;0.685;0.814;-5.227;0.0314;0.0278;;0.0998;0.748;112.008;9
Forth Wanderers;41.0;0.385;0.637;-5.176;0.0315;0.0455;0.349;0.286;0.246;163.913;1
Hollis Brown;32.0;0.689;0.679;-6.735;0.0315;0.00028;3.38e-05;0.0986;0.43;136.988;10
Reyanna Maria;71.0;0.799;0.543;-6.094;0.24;0.0512;0.0425;0.134;0.25;187.906;9
Oliver Young;49.0;0.508;0.0729;-21.153;0.0721;0.97;0.927;0.111;0.0705;76.225;7
RIKA;42.0;0.668;0.377;-9.488;0.134;0.147;;0.258;0.656;92.721;9
Rob Thomas;62.0;0.555;0.924;-4.93;0.0604;0.0159;;0.075;0.865;87.606;10
Filthy Gears;20.0;0.578;0.459;-9.412;0.033;0.000157;0.906;0.11;0.0834;140.014;5
Leslie West;26.0;0.395;0.904;-7.762;0.0393;0.000368;0.000358;0.852;0.649;106.067;10
Hildegard;24.0;0.568;0.356;-8.874;0.0322;0.205;2.75e-05;0.202;0.247;55.994;6
The Strokes;60.0;0.547;0.596;-6.044;0.0339;8.02e-05;0.739;0.273;0.584;116.17;6
Lata Mangeshkar;24.0;0.467;0.637;-10.193;0.0467;0.679;0.002;0.0728;0.875;82.625;3
Chris Cornell;62.0;0.434;0.327;-10.72;0.0312;0.609;1.78e-06;0.686;0.295;119.506;10
Big Spring;38.0;0.445;0.886;-6.592;0.0647;0.00158;5.44e-06;0.0424;0.382;81.37;6
lentra;55.0;0.829;0.631;-7.876;0.106;0.875;0.0123;0.109;0.792;106.863;1
Hound Dog Taylor;48.0;0.642;0.708;-13.402;0.0543;0.0346;0.0103;0.0844;0.775;108.143;2
Sir Mix-A-Lot;68.0;0.926;0.669;-11.271;0.301;0.0051;;0.0887;0.642;128.462;9
Tim Montana;44.0;0.594;0.958;-3.887;0.0825;0.00918;4.41e-06;0.23;0.806;149.944;10
Japandroids;46.0;0.322;0.985;-3.494;0.14;0.000522;0.00865;0.0964;0.0815;161.195;6
Avril Lavigne;69.0;0.457;0.719;-3.921;0.0323;0.191;;0.228;0.168;142.034;10
The Clash;71.0;0.651;0.801;-7.34;0.0514;0.123;;0.0825;0.776;133.769;10
Offica;55.0;0.797;0.631;-10.34;0.421;0.164;;0.0973;0.765;143.095;5
Marcus King;46.0;0.485;0.248;-10.566;0.0292;0.837;1.52e-05;0.0935;0.188;111.662;2
Las Perlas Negras;51.0;0.447;0.222;-13.136;0.0631;0.986;0.92;0.119;0.231;79.226;7
Arch Echo;33.0;0.52;0.954;-3.882;0.0658;0.000736;0.866;0.349;0.609;104.914;8
Mott The Hoople;24.0;0.493;0.857;-6.281;0.0382;0.0808;;0.265;0.901;128.407;2
Nviiri The Storyteller;46.0;0.74;0.641;-9.494;0.0863;0.102;;0.121;0.324;79.022;9
Pale Saints;31.0;0.503;0.541;-15.489;0.0335;7.82e-05;0.818;0.262;0.613;121.503;6
Pretenders;37.0;0.35;0.835;-4.386;0.112;0.00257;0.00014;0.355;0.587;126.778;10
Anti-Flag;52.0;0.597;0.907;-3.878;0.0519;0.000101;;0.116;0.659;119.975;10
D Smoke;40.0;0.772;0.449;-10.324;0.366;0.457;1.93e-05;0.343;0.561;94.736;5
Ezra Charles;32.0;0.596;0.797;-7.007;0.0431;0.129;0.00626;0.337;0.651;127.736;2
Type O Negative;1.0;0.269;0.672;-7.714;0.0424;0.147;0.0196;0.239;0.136;90.237;10
The War and Treaty;44.0;0.461;0.695;-6.918;0.0601;0.162;4.3e-05;0.121;0.771;152.249;2
The Dead Deads;35.0;0.515;0.735;-2.972;0.0388;7.08e-05;0.00535;0.286;0.456;128.026;10
blackwave.;57.0;0.69;0.665;-6.963;0.0746;0.597;;0.606;0.423;88.018;5
John Moreland;51.0;0.389;0.208;-11.669;0.0359;0.861;7.76e-06;0.192;0.233;90.346;2
Michal Geva;7.0;0.57;0.586;-9.426;0.05;0.164;0.0648;0.111;0.101;123.917;6
Brothers Osborne;57.0;0.606;0.633;-7.19;0.032;0.152;0.000765;0.196;0.535;142.016;4
Gabriella Vargas Luna;42.0;0.689;0.209;-10.481;0.0941;0.87;0.222;0.104;0.236;75.474;7
Colin & Caroline;49.0;0.363;0.356;-10.857;0.0369;0.799;5.53e-06;0.0861;0.249;193.841;0
Doss;42.0;0.518;0.95;-5.461;0.0372;7.31e-05;0.82;0.129;0.468;140.01;6
Swales;33.0;0.794;0.705;-8.05;0.0499;0.00495;0.901;0.201;0.702;126.004;6
Soulico;13.0;0.852;0.659;-5.548;0.19;0.00425;2.23e-06;0.1;0.193;105.016;5
Tom Grennan;81.0;0.689;0.706;-4.48;0.0312;0.0833;;0.105;0.623;106.52;9
Dominique;27.0;0.854;0.474;-8.849;0.315;0.0576;;0.117;0.522;85.034;5
Avenged Sevenfold;63.0;0.447;0.876;-5.446;0.066;0.000359;0.00103;0.255;0.532;92.535;8
Gun;35.0;0.523;0.787;-13.211;0.0331;2.74e-05;0.00434;0.272;0.671;93.465;10
The Cure;60.0;0.747;0.571;-12.9;0.086;0.48;1.05e-06;0.242;0.965;91.838;1
girlhouse;42.0;0.567;0.532;-9.171;0.0324;0.191;0.000269;0.143;0.196;122.987;6
Skrillex;68.0;0.738;0.844;-5.743;0.14;0.00536;0.0119;0.397;0.243;128.005;9
Aurélien Trigo;46.0;0.393;0.163;-19.789;0.0477;0.971;0.914;0.127;0.097;134.853;7
Kansas Joe McCoy & Memphis Minnie;5.0;0.62;0.439;-6.826;0.0391;0.916;0.000156;0.101;0.514;98.06;2
King Gizzard & The Lizard Wizard;52.0;0.575;0.558;-10.254;0.0321;0.0518;0.276;0.118;0.826;155.894;10
Weezer;44.0;0.689;0.673;-7.6;0.0287;0.303;;0.723;0.564;113.139;10
Jack Ingram;61.0;0.641;0.101;-14.288;0.0396;0.941;2.21e-06;0.377;0.217;98.596;1
The Mothers Of Invention;44.0;0.311;0.775;-12.683;0.076;0.506;;0.897;0.477;121.352;1
Eli Huli;16.0;0.715;0.555;-7.147;0.0423;0.00213;2.08e-06;0.0949;0.219;122.992;9
The Rapture;52.0;0.472;0.826;-3.938;0.0594;0.000617;0.000713;0.187;0.132;122.326;1
Juke Ross;48.0;0.686;0.328;-5.013;0.0353;0.459;;0.128;0.466;80.098;9
Mohammed Rafi;7.0;0.515;0.258;-11.941;0.0298;0.98;0.00479;0.0918;0.375;88.839;3
Joan Baez;23.0;0.411;0.381;-13.908;0.0329;0.777;;0.676;0.384;88.015;10
Spafford;40.0;0.349;0.364;-13.728;0.0303;0.755;0.000298;0.955;0.31;128.034;10
Gaffa Tape Sandy;34.0;0.358;0.912;-4.651;0.05;3.36e-06;0.00271;0.122;0.578;156.873;1
Pink Floyd;76.0;0.481;0.262;-15.73;0.0414;0.735;0.0114;0.832;0.375;122.883;10
COUNTERFEIT.;35.0;0.233;0.985;-4.839;0.182;0.000311;0.00324;0.335;0.54;194.927;10
Yebba;58.0;0.587;0.501;-7.483;0.0408;0.704;0.193;0.0824;0.44;139.92;9
Dream Wife;36.0;0.929;0.626;-5.996;0.0383;0.0483;0.000113;0.102;0.859;123.134;6
The Cold Stares;41.0;0.49;0.317;-8.12;0.0297;0.816;0.000123;0.0938;0.251;139.308;2
Adam Jensen;48.0;0.433;0.863;-6.213;0.0455;0.0397;;0.0763;0.424;85.999;10
Soul Asylum;70.0;0.613;0.72;-7.957;0.0425;0.0132;;0.104;0.561;117.341;10
Mayhem;42.0;0.0697;0.816;-6.41;0.0803;8.74e-06;0.833;0.303;0.0387;179.783;8
Mickey Gilley;50.0;0.666;0.42;-12.28;0.0255;0.699;0.0511;0.142;0.34;90.794;4
Shamshad Begum;7.0;0.493;0.556;-6.27;0.0772;0.822;0.000332;0.233;0.931;190.617;3
Steve Miller Band;76.0;0.596;0.448;-9.616;0.0396;0.365;5.3e-06;0.206;0.796;83.293;10
Backstreet Boys;30.0;0.296;0.911;-3.093;0.0552;0.00422;;0.153;0.329;203.841;9
Leah Kate;52.0;0.898;0.509;-6.038;0.124;0.158;0.0036;0.0939;0.555;108.002;9
Sugar Ray;58.0;0.675;0.775;-5.772;0.0522;0.0387;;0.383;0.933;99.945;10
Tom Morello;43.0;0.358;0.912;-4.736;0.0976;0.000456;0.000124;0.348;0.351;174.171;10
Nada Surf;53.0;0.444;0.884;-6.104;0.119;0.00751;8.94e-05;0.116;0.296;94.82;6
Morphine;54.0;0.576;0.494;-12.242;0.0605;0.106;0.174;0.13;0.587;96.478;1
Jex Opolis;25.0;0.733;0.689;-9.255;0.0351;0.0425;0.843;0.0733;0.38;128.029;1
Josiah and the Bonnevilles;50.0;0.529;0.693;-7.47;0.0262;0.00613;4.38e-06;0.205;0.448;112.012;1
Steppenwolf;72.0;0.438;0.71;-12.412;0.0919;0.262;0.537;0.221;0.53;145.928;10
Lonnie Shields;8.0;0.815;0.607;-6.623;0.0284;0.163;;0.112;0.57;117.36;2
Sharon Van Etten;63.0;0.538;0.77;-7.376;0.0487;0.0158;0.214;0.0686;0.238;127.103;1
Good Charlotte;70.0;0.62;0.93;-3.685;0.0374;0.00043;;0.0686;0.609;106.22;10
Hermano;42.0;0.381;0.539;-6.761;0.0375;2.5e-05;0.723;0.125;0.499;127.424;8
Imagine Dragons;80.0;0.672;0.655;-5.021;0.0311;0.0362;;0.117;0.556;134.945;10
Paula Cole;38.0;0.579;0.689;-7.385;0.057;0.201;0.00501;0.117;0.578;101.394;2
Girlhood;52.0;0.573;0.96;-2.578;0.0543;0.000945;0.00194;0.068;0.617;97.983;9
Godfather of Harlem;55.0;0.735;0.917;-5.524;0.212;0.0293;;0.138;0.483;91.993;5
System Of A Down;78.0;0.413;0.873;-4.151;0.0536;0.000264;0.00249;0.204;0.48;116.68;8
Myd;43.0;0.668;0.811;-10.875;0.0522;0.000137;0.837;0.63;0.147;124.007;6
Zongamin;34.0;0.783;0.929;-12.052;0.0455;0.000406;0.927;0.0738;0.644;123.687;1
Aerosmith;60.0;0.399;0.881;-4.341;0.0347;0.0019;0.00429;0.39;0.272;84.58;10
Kevin Powers;55.0;0.877;0.389;-8.186;0.182;0.0913;;0.1;0.15;89.95;5
Kanye West;55.0;0.442;0.807;-4.753;0.265;0.0158;6.43e-06;0.217;0.446;84.649;5
Joe Bonamassa;39.0;0.245;0.893;-8.147;0.049;0.0301;0.175;0.987;0.68;182.234;2
Jacqueline Tucci;25.0;0.589;0.676;-5.061;0.0284;0.0976;;0.324;0.632;108.008;6
Lenny Kravitz;45.0;0.663;0.923;-7.091;0.04;0.0272;0.00153;0.224;0.924;115.736;10
CHVRCHES;56.0;0.574;0.625;-6.249;0.0304;0.0366;0.000243;0.114;0.281;126.923;10
Bon Jovi;53.0;0.456;0.956;-3.086;0.0423;0.0607;0.00198;0.0728;0.527;136.283;10
System Of A Down;70.0;0.451;0.889;-2.693;0.261;0.00167;0.00215;0.258;0.586;131.073;8
The Kinks;68.0;0.551;0.86;-7.839;0.0796;0.262;4.57e-06;0.0558;0.723;136.921;1
Flasher;24.0;0.267;0.734;-7.999;0.0727;0.00186;0.0534;0.116;0.307;207.72;10
Jagguar;28.0;0.577;0.881;-5.961;0.039;0.291;0.000925;0.103;0.721;108.036;1
The Kid LAROI;71.0;0.523;0.609;-7.802;0.191;0.059;;0.14;0.374;154.051;5
Passenger;61.0;0.631;0.402;-11.125;0.0286;0.616;0.0114;0.0892;0.598;78.0;0
Buckcherry;68.0;0.661;0.978;-3.064;0.107;0.0247;;0.0856;0.592;98.019;8
Lynyrd Skynyrd;74.0;0.249;0.834;-8.21;0.0577;0.0738;9.48e-05;0.0924;0.338;118.223;10
Psychotic Waltz;21.0;0.509;0.918;-4.683;0.0423;1.5e-05;0.000381;0.385;0.363;115.072;8
Bad Wolves;63.0;0.345;0.89;-4.175;0.0774;0.000725;2.98e-06;0.204;0.276;137.973;10
Thelonious Monk;36.0;0.566;0.374;-11.194;0.0507;0.596;0.0102;0.172;0.326;115.735;2
Mint Field;28.0;0.624;0.526;-8.925;0.0295;0.0305;0.572;0.112;0.237;110.949;6
T.G. Sheppard;34.0;0.651;0.527;-12.564;0.0283;0.559;0.00104;0.107;0.698;90.619;4
Artillery;32.0;0.21;0.955;-7.741;0.178;5.09e-06;0.0237;0.244;0.119;90.134;8
Nothing More;50.0;0.165;0.919;-5.321;0.143;0.00113;;0.395;0.306;83.382;10
Quicksilver Daydream;29.0;0.431;0.469;-8.941;0.027;0.561;0.0262;0.107;0.231;74.942;6
Britney Spears;34.0;0.446;0.708;-4.367;0.0627;0.568;1.72e-06;0.311;0.496;159.858;9
Auras;29.0;0.467;0.986;-4.458;0.108;7.01e-06;0.0178;0.158;0.391;130.026;8
Blue Hawaii;33.0;0.734;0.414;-10.895;0.0455;0.44;0.625;0.12;0.329;93.009;6
Backstreet Boys;67.0;0.661;0.973;-2.994;0.037;0.11;1.74e-05;0.617;0.75;108.037;9
Randy Houser;69.0;0.678;0.839;-3.617;0.0394;0.0379;;0.0742;0.772;104.952;4
The Lazy Eyes;34.0;0.612;0.601;-7.19;0.0288;0.0113;0.000255;0.267;0.291;120.044;10
Heart;74.0;0.418;0.452;-13.099;0.0356;0.638;0.00026;0.0959;0.168;175.088;10
Pale Waves;53.0;0.598;0.906;-3.435;0.0447;0.00931;3.95e-05;0.16;0.525;97.007;9
Van Halen;73.0;0.526;0.978;-5.436;0.108;0.00122;4.75e-05;0.0744;0.451;141.167;10
Rema;46.0;0.922;0.693;-3.105;0.0842;0.15;0.000278;0.115;0.718;110.019;9
Rise Against;74.0;0.554;0.932;-3.424;0.0485;0.00154;0.000142;0.425;0.478;112.49;10
Roseburg;37.0;0.562;0.862;-3.895;0.0513;0.0104;;0.0624;0.835;75.096;1
Andreas Borkental;51.0;0.617;0.0961;-16.523;0.0637;0.993;0.947;0.109;0.188;91.331;7
Isotopes;40.0;0.447;0.975;-2.462;0.0682;0.000187;;0.349;0.507;165.017;8
Axty;39.0;0.492;0.954;-3.757;0.106;0.000333;;0.338;0.184;127.988;10
Lord Huron;64.0;0.44;0.269;-10.769;0.0262;0.914;0.261;0.132;0.138;103.877;1
Robert Pete Williams;16.0;0.612;0.372;-12.299;0.0737;0.472;0.00203;0.321;0.325;109.456;2
Dominique Saison;46.0;0.466;0.119;-19.114;0.0587;0.992;0.935;0.112;0.393;126.277;7
David Essex;51.0;0.676;0.292;-14.448;0.34;0.723;0.00189;0.433;0.649;74.798;10
The Smashing Pumpkins;73.0;0.404;0.72;-9.18;0.0623;5.59e-05;0.836;0.0466;0.475;121.864;1
Trevor Morris;54.0;0.481;0.336;-18.247;0.0382;0.562;0.185;0.107;0.0853;89.84;8
Devon Gilfillian;49.0;0.385;0.832;-4.9;0.0891;0.0313;0.000717;0.132;0.673;179.839;2
Steppenwolf;70.0;0.64;0.651;-14.981;0.0517;0.142;0.28;0.0341;0.801;111.676;10
Jon Allen;26.0;0.653;0.293;-12.661;0.0342;0.483;1.81e-06;0.172;0.548;133.945;2
Welshly Arms;53.0;0.674;0.611;-6.322;0.0363;0.0415;1.13e-06;0.0726;0.782;175.929;10
Patrick Sweany;22.0;0.395;0.421;-12.227;0.0301;0.115;0.527;0.102;0.135;131.79;2
Lil Durk;59.0;0.665;0.549;-7.597;0.311;0.107;3.51e-06;0.27;0.229;82.069;5
Sonny Fisher;24.0;0.534;0.83;-6.855;0.111;0.228;0.000248;0.1;0.78;188.248;10
The Animals;62.0;0.315;0.534;-7.552;0.031;0.000825;0.108;0.101;0.283;116.891;10
Gingiot;24.0;0.567;0.559;-12.591;0.0296;0.325;0.201;0.107;0.115;117.587;10
Ida Mae;47.0;0.465;0.751;-5.801;0.126;0.279;0.00764;0.208;0.618;149.501;1
Samia;58.0;0.553;0.512;-7.759;0.0465;0.569;3.87e-05;0.107;0.259;94.96;1
The White Stripes;83.0;0.726;0.463;-7.828;0.0799;0.00817;0.447;0.255;0.321;123.881;10
Spare Parts For Broken Hearts;31.0;0.554;0.915;-8.52;0.0522;0.00105;0.000231;0.13;0.327;127.997;1
Garbage;46.0;0.647;0.627;-7.156;0.0236;0.000119;0.0162;0.331;0.445;94.204;10
Brooke Eden;46.0;0.586;0.905;-5.268;0.0457;0.0028;5.95e-06;0.322;0.371;94.968;9
Iya Terra;51.0;0.608;0.827;-6.026;0.0688;0.28;3.62e-05;0.174;0.629;152.029;10
Nathaniel Rateliff & The Night Sweats;66.0;0.699;0.579;-6.504;0.0416;0.267;0.00602;0.452;0.128;109.948;10
Gang Starr;34.0;0.849;0.803;-6.775;0.275;0.0502;4.94e-06;0.24;0.738;90.873;5
The Texas Gentlemen;41.0;0.51;0.723;-6.72;0.0331;0.0367;7.88e-05;0.161;0.499;89.964;10
Black Label Society;24.0;0.29;0.971;-1.96;0.104;0.0368;1.26e-06;0.108;0.64;120.248;8
Enslaved;42.0;0.33;0.85;-7.016;0.0665;0.00242;0.53;0.279;0.696;135.413;8
Stepson;43.0;0.532;0.992;-2.68;0.135;0.000794;;0.1;0.5;90.019;8
JD McPherson;44.0;0.687;0.64;-7.799;0.0515;0.523;1.32e-06;0.327;0.97;84.965;9
Lola Flores;33.0;0.543;0.351;-8.17;0.0909;0.978;;0.308;0.791;89.948;9
Nothing More;50.0;0.456;0.579;-5.665;0.0311;0.0898;2.48e-06;0.0992;0.164;147.28;9
Vaporwavez;35.0;0.525;0.677;-6.211;0.0251;0.124;0.923;0.244;0.246;99.974;6
CRX;46.0;0.352;0.571;-3.801;0.0441;3,00E-05;0.00885;0.125;0.53;99.202;10
Kappi Kat;14.0;0.461;0.777;-7.469;0.0306;0.388;0.923;0.291;0.525;163.043;6
Edenbridge;36.0;0.443;0.927;-8.046;0.0613;4.62e-05;6.2e-06;0.123;0.392;129.993;8
The Fray;82.0;0.64;0.743;-4.08;0.0379;0.269;;0.101;0.361;122.035;9
FRITZ;29.0;0.488;0.548;-7.176;0.0396;0.000121;0.277;0.0762;0.235;100.023;10
Leyla Blue;75.0;0.699;0.463;-7.828;0.475;0.315;;0.0803;0.565;143.99;9
Durand Jones & The Indications;52.0;0.804;0.591;-11.184;0.0797;0.198;0.00179;0.0597;0.762;118.015;1
Habe;35.0;0.713;0.537;-6.456;0.0603;0.471;0.424;0.283;0.635;83.023;6
Michael Franti & Spearhead;54.0;0.768;0.774;-5.584;0.0446;0.244;;0.113;0.775;100.005;10
Clawfinger;42.0;0.543;0.952;-3.402;0.0376;0.000469;0.000239;0.117;0.733;129.977;8
Local Natives;30.0;0.46;0.576;-10.118;0.0344;0.00312;0.158;0.118;0.443;93.775;6
Martin Luke Brown;41.0;0.728;0.664;-5.543;0.0438;0.00973;0.000515;0.37;0.105;104.021;1
Ana Popovic;36.0;0.715;0.92;-4.189;0.0849;0.0929;;0.296;0.798;100.61;10
Alice Cooper;68.0;0.294;0.745;-9.138;0.0461;0.05;0.125;0.676;0.347;134.364;8
Leon Bridges;57.0;0.706;0.354;-9.592;0.29;0.479;;0.0734;0.376;119.793;2
Steven Wilson;45.0;0.499;0.485;-12.348;0.0509;0.221;0.503;0.0578;0.167;188.046;10
duendita;43.0;0.484;0.493;-10.587;0.0909;0.492;0.0223;0.327;0.146;113.765;6
Simple Minds;50.0;0.536;0.808;-13.407;0.0439;0.0579;0.894;0.117;0.678;122.408;6
Lil Greenwood;34.0;0.699;0.688;-4.11;0.141;0.755;;0.151;0.843;79.242;2
Blay Vision;8.0;0.55;0.879;-5.623;0.286;0.0296;;0.375;0.1;140.686;5
We Are Scientists;52.0;0.47;0.969;-4.739;0.0968;0.000702;;0.332;0.593;144.012;1
Liam St. John;26.0;0.724;0.464;-7.383;0.0462;0.0898;1.29e-06;0.26;0.599;106.061;2
Anoushka Shankar;34.0;0.661;0.446;-10.972;0.036;0.884;0.513;0.073;0.399;116.0;6
Myrkur;42.0;0.24;0.313;-11.476;0.033;0.791;0.000156;0.176;0.131;101.673;8
The Record Company;47.0;0.552;0.958;-5.304;0.0719;0.00397;0.0401;0.226;0.183;128.008;10
The Knickerbockers;34.0;0.491;0.696;-10.114;0.0301;0.707;;0.211;0.893;144.765;1
Camel;36.0;0.195;0.608;-8.497;0.031;0.0114;0.0145;0.295;0.485;153.379;10
Kaiser Chiefs;41.0;0.367;0.938;-4.643;0.0464;0.0052;5.18e-06;0.428;0.556;177.916;6
Boston;65.0;0.436;0.657;-8.868;0.0541;0.00975;0.00748;0.0931;0.21;118.693;10
Kenny Wayne Shepherd;24.0;0.233;0.931;-7.206;0.132;0.0015;0.00273;0.983;0.608;137.834;2
Lackhoney;34.0;0.871;0.451;-7.939;0.362;0.0408;;0.0797;0.766;94.959;5
Starcrawler;31.0;0.325;0.912;-3.39;0.0514;0.0016;0.000973;0.132;0.652;132.609;1
Mandrake Handshake;27.0;0.369;0.618;-8.202;0.0298;0.0289;;0.108;0.516;76.998;6
Bernstein Square;58.0;0.445;0.17;-18.671;0.044;0.976;0.826;0.102;0.0943;122.232;7
MILLY;22.0;0.62;0.668;-6.882;0.0269;0.00959;0.0323;0.113;0.537;111.979;10
Lata Mangeshkar;11.0;0.6;0.49;-9.2;0.0431;0.784;1,00E-06;0.203;0.955;77.603;3
The Calling;73.0;0.558;0.719;-5.113;0.0267;0.0367;;0.115;0.371;112.027;10
City Girls;73.0;0.943;0.641;-5.598;0.191;0.0016;;0.211;0.242;99.099;9
Da Brat;57.0;0.802;0.461;-12.367;0.302;0.0757;;0.109;0.74;90.995;5
Albert King;27.0;0.57;0.703;-11.672;0.14;0.21;1.49e-05;0.156;0.937;166.75;2
John Mayer;73.0;0.315;0.296;-13.262;0.0315;0.771;;0.702;0.435;173.509;10
The Psychedelic Furs;59.0;0.386;0.916;-5.955;0.0741;0.105;0.00991;0.325;0.775;135.642;1
anaiis;35.0;0.361;0.433;-13.35;0.0671;0.617;0.0376;0.0924;0.318;139.911;6
Delain;40.0;0.487;0.955;-5.067;0.0574;0.000122;0.000152;0.283;0.382;139.965;8
The Subways;26.0;0.4;0.975;-2.723;0.0627;2.41e-05;0.0688;0.158;0.408;146.875;10
Of Mice & Men;54.0;0.58;0.376;-7.012;0.0252;0.784;0.000659;0.118;0.0872;104.996;10
The Heavytrackerz;32.0;0.759;0.71;-5.242;0.111;0.259;0.191;0.456;0.5;120.993;5
Kyuss;55.0;0.497;0.947;-8.802;0.0391;8.21e-05;0.000693;0.118;0.588;90.371;10
Philip Sayce;34.0;0.328;0.967;-4.975;0.155;0.0687;;0.965;0.152;89.079;2
Siouxsie and the Banshees;48.0;0.461;0.836;-6.518;0.035;0.407;3.31e-05;0.414;0.27;95.84;10
Narissa;52.0;0.918;0.363;-8.937;0.506;0.293;1.02e-06;0.0797;0.61;107.962;5
Good Rockin' Charles;29.0;0.566;0.251;-17.183;0.0298;0.752;0.818;0.0764;0.644;96.721;2
Chris Duarte;37.0;0.608;0.97;-4.943;0.0465;0.0174;0.131;0.0933;0.617;98.307;2
Clairo;71.0;0.75;0.585;-7.576;0.0285;0.049;0.00552;0.155;0.584;102.331;6
Orgy;62.0;0.589;0.696;-8.109;0.034;8.65e-05;3.43e-05;0.0779;0.938;129.833;10
Afrikan Boy;8.0;0.606;0.496;-10.92;0.0848;0.793;;0.107;0.71;91.266;5
Manna Dey;35.0;0.374;0.62;-6.486;0.0373;0.857;5.02e-06;0.343;0.529;97.23;3
Led Zeppelin;31.0;0.495;0.237;-17.701;0.0333;0.892;0.00638;0.0865;0.541;77.376;0
FEVER 333;51.0;0.479;0.926;-4.226;0.0893;0.000399;0.0022;0.179;0.673;175.994;10
Paul McCartney;50.0;0.421;0.808;-5.772;0.0637;0.00117;4.91e-05;0.265;0.482;111.86;10
Mr Eazi;51.0;0.815;0.565;-10.499;0.0902;0.213;0.000239;0.0952;0.705;103.955;9
Sid Vicious;43.0;0.236;0.823;-7.165;0.0863;0.699;0.643;0.364;0.259;175.38;6
CABAL;27.0;0.544;0.959;-5.517;0.141;0.000109;;0.0717;0.176;117.967;8
